id,verein,ist_angekommen,zufriedenheit_1,zufriedenheit_2,zufriedenheit_3,zufriedenheit_4,zufriedenheit_5,action,y
68,Club A,False,-1,-1,-1,100,97,WAITING,95
69,Neutral,False,-1,-1,-1,100,94,WAITING,90
71,Neutral,False,-1,-1,-1,100,94,WAITING,90
73,Neutral,False,-1,-1,-1,100,94,WAITING,90
74,Club A,False,-1,-1,-1,100,97,WAITING,95
75,Club A,False,-1,-1,-1,100,97,WAITING,95
76,Club A,False,-1,-1,-1,100,97,WAITING,95
78,Club B,False,-1,-1,-1,100,91,WAITING,85
79,Club B,False,-1,-1,-1,100,91,WAITING,85
80,Club A,False,-1,-1,-1,100,97,WAITING,95
81,Neutral,False,-1,-1,-1,100,94,WAITING,90
82,Club B,False,-1,-1,-1,100,91,WAITING,85
83,Club A,False,-1,-1,-1,100,97,WAITING,95
84,Club A,False,-1,-1,-1,100,97,WAITING,95
85,Club A,False,-1,-1,-1,100,97,WAITING,95
86,Club A,False,-1,-1,-1,100,97,WAITING,95
88,Club A,False,-1,-1,-1,100,97,WAITING,95
89,Neutral,False,-1,-1,-1,100,94,WAITING,90
90,Club A,False,-1,-1,-1,100,97,WAITING,95
91,Neutral,False,-1,-1,-1,100,94,WAITING,90
93,Neutral,False,-1,-1,-1,100,94,WAITING,90
94,Neutral,False,-1,-1,-1,100,94,WAITING,90
96,Club B,False,-1,-1,-1,100,91,WAITING,85
97,Club A,False,-1,-1,-1,100,97,WAITING,95
99,Neutral,False,-1,-1,-1,100,94,WAITING,90
0,Club B,False,-1,-1,100,91,85,ENTRY,86
6,Neutral,False,-1,-1,100,94,90,ENTRY,91
7,Club A,False,-1,-1,100,97,95,ENTRY,96
8,Club B,False,-1,-1,100,91,85,ENTRY,86
11,Club B,False,-1,-1,100,91,85,ENTRY,86
12,Neutral,False,-1,-1,100,94,90,ENTRY,91
13,Club B,False,-1,-1,100,91,85,ENTRY,86
16,Club B,False,-1,-1,100,91,85,ENTRY,86
20,Neutral,False,-1,-1,100,94,90,ENTRY,91
23,Club A,False,-1,-1,100,97,95,ENTRY,96
43,Neutral,False,-1,-1,100,94,90,ENTRY,91
49,Club B,False,-1,-1,100,91,85,ENTRY,86
67,Club A,False,-1,-1,100,97,95,ENTRY,96
68,Club A,False,-1,-1,100,97,95,ENTRY,96
71,Neutral,False,-1,-1,100,94,90,ENTRY,91
75,Club A,False,-1,-1,100,97,95,ENTRY,96
81,Neutral,False,-1,-1,100,94,90,ENTRY,91
88,Club A,False,-1,-1,100,97,95,ENTRY,96
94,Neutral,False,-1,-1,100,94,90,ENTRY,91
99,Neutral,False,-1,-1,100,94,90,ENTRY,91
1,Club A,False,-1,-1,100,97,95,WAITING,93
3,Club B,False,-1,-1,100,91,85,WAITING,79
4,Neutral,False,-1,-1,100,94,90,WAITING,86
5,Club B,False,-1,-1,100,91,85,WAITING,79
9,Neutral,False,-1,-1,100,94,90,WAITING,86
10,Club B,False,-1,-1,100,91,85,WAITING,79
14,Neutral,False,-1,-1,100,94,90,WAITING,86
17,Club A,False,-1,-1,100,97,95,WAITING,93
18,Club B,False,-1,-1,100,91,85,WAITING,79
19,Neutral,False,-1,-1,100,94,90,WAITING,86
21,Neutral,False,-1,-1,100,94,90,WAITING,86
22,Club B,False,-1,-1,100,91,85,WAITING,79
24,Neutral,False,-1,-1,100,94,90,WAITING,86
25,Club B,False,-1,-1,100,91,85,WAITING,79
26,Club A,False,-1,-1,100,97,95,WAITING,93
28,Neutral,False,-1,-1,100,94,90,WAITING,86
29,Neutral,False,-1,-1,100,94,90,WAITING,86
30,Neutral,False,-1,-1,100,94,90,WAITING,86
31,Club B,False,-1,-1,100,91,85,WAITING,79
33,Club A,False,-1,-1,100,97,95,WAITING,93
34,Neutral,False,-1,-1,100,94,90,WAITING,86
35,Club A,False,-1,-1,100,97,95,WAITING,93
36,Club A,False,-1,-1,100,97,95,WAITING,93
39,Club A,False,-1,-1,100,97,95,WAITING,93
40,Club B,False,-1,-1,100,91,85,WAITING,79
42,Club A,False,-1,-1,100,97,95,WAITING,93
44,Club A,False,-1,-1,100,97,95,WAITING,93
46,Club B,False,-1,-1,100,91,85,WAITING,79
47,Club A,False,-1,-1,100,97,95,WAITING,93
48,Club A,False,-1,-1,100,97,95,WAITING,93
50,Club B,False,-1,-1,100,91,85,WAITING,79
51,Club B,False,-1,-1,100,91,85,WAITING,79
52,Club A,False,-1,-1,100,97,95,WAITING,93
53,Neutral,False,-1,-1,100,94,90,WAITING,86
54,Neutral,False,-1,-1,100,94,90,WAITING,86
56,Club A,False,-1,-1,100,97,95,WAITING,93
58,Neutral,False,-1,-1,100,94,90,WAITING,86
60,Club A,False,-1,-1,100,97,95,WAITING,93
61,Club A,False,-1,-1,100,97,95,WAITING,93
62,Club B,False,-1,-1,100,91,85,WAITING,79
63,Club A,False,-1,-1,100,97,95,WAITING,93
65,Club A,False,-1,-1,100,97,95,WAITING,93
69,Neutral,False,-1,-1,100,94,90,WAITING,86
73,Neutral,False,-1,-1,100,94,90,WAITING,86
74,Club A,False,-1,-1,100,97,95,WAITING,93
76,Club A,False,-1,-1,100,97,95,WAITING,93
78,Club B,False,-1,-1,100,91,85,WAITING,79
79,Club B,False,-1,-1,100,91,85,WAITING,79
80,Club A,False,-1,-1,100,97,95,WAITING,93
82,Club B,False,-1,-1,100,91,85,WAITING,79
83,Club A,False,-1,-1,100,97,95,WAITING,93
84,Club A,False,-1,-1,100,97,95,WAITING,93
85,Club A,False,-1,-1,100,97,95,WAITING,93
86,Club A,False,-1,-1,100,97,95,WAITING,93
89,Neutral,False,-1,-1,100,94,90,WAITING,86
90,Club A,False,-1,-1,100,97,95,WAITING,93
91,Neutral,False,-1,-1,100,94,90,WAITING,86
93,Neutral,False,-1,-1,100,94,90,WAITING,86
96,Club B,False,-1,-1,100,91,85,WAITING,79
97,Club A,False,-1,-1,100,97,95,WAITING,93
18,Club B,False,-1,100,91,85,79,ENTRY,80
22,Club B,False,-1,100,91,85,79,ENTRY,80
24,Neutral,False,-1,100,94,90,86,ENTRY,87
69,Neutral,False,-1,100,94,90,86,ENTRY,87
91,Neutral,False,-1,100,94,90,86,ENTRY,87
1,Club A,False,-1,100,97,95,93,WAITING,91
3,Club B,False,-1,100,91,85,79,WAITING,73
4,Neutral,False,-1,100,94,90,86,WAITING,82
5,Club B,False,-1,100,91,85,79,WAITING,73
9,Neutral,False,-1,100,94,90,86,WAITING,82
10,Club B,False,-1,100,91,85,79,WAITING,73
14,Neutral,False,-1,100,94,90,86,WAITING,82
17,Club A,False,-1,100,97,95,93,WAITING,91
19,Neutral,False,-1,100,94,90,86,WAITING,82
21,Neutral,False,-1,100,94,90,86,WAITING,82
25,Club B,False,-1,100,91,85,79,WAITING,73
26,Club A,False,-1,100,97,95,93,WAITING,91
28,Neutral,False,-1,100,94,90,86,WAITING,82
29,Neutral,False,-1,100,94,90,86,WAITING,82
30,Neutral,False,-1,100,94,90,86,WAITING,82
31,Club B,False,-1,100,91,85,79,WAITING,73
33,Club A,False,-1,100,97,95,93,WAITING,91
34,Neutral,False,-1,100,94,90,86,WAITING,82
35,Club A,False,-1,100,97,95,93,WAITING,91
36,Club A,False,-1,100,97,95,93,WAITING,91
39,Club A,False,-1,100,97,95,93,WAITING,91
40,Club B,False,-1,100,91,85,79,WAITING,73
42,Club A,False,-1,100,97,95,93,WAITING,91
44,Club A,False,-1,100,97,95,93,WAITING,91
46,Club B,False,-1,100,91,85,79,WAITING,73
47,Club A,False,-1,100,97,95,93,WAITING,91
48,Club A,False,-1,100,97,95,93,WAITING,91
50,Club B,False,-1,100,91,85,79,WAITING,73
51,Club B,False,-1,100,91,85,79,WAITING,73
52,Club A,False,-1,100,97,95,93,WAITING,91
53,Neutral,False,-1,100,94,90,86,WAITING,82
54,Neutral,False,-1,100,94,90,86,WAITING,82
56,Club A,False,-1,100,97,95,93,WAITING,91
58,Neutral,False,-1,100,94,90,86,WAITING,82
60,Club A,False,-1,100,97,95,93,WAITING,91
61,Club A,False,-1,100,97,95,93,WAITING,91
62,Club B,False,-1,100,91,85,79,WAITING,73
63,Club A,False,-1,100,97,95,93,WAITING,91
65,Club A,False,-1,100,97,95,93,WAITING,91
73,Neutral,False,-1,100,94,90,86,WAITING,82
74,Club A,False,-1,100,97,95,93,WAITING,91
76,Club A,False,-1,100,97,95,93,WAITING,91
78,Club B,False,-1,100,91,85,79,WAITING,73
79,Club B,False,-1,100,91,85,79,WAITING,73
80,Club A,False,-1,100,97,95,93,WAITING,91
82,Club B,False,-1,100,91,85,79,WAITING,73
83,Club A,False,-1,100,97,95,93,WAITING,91
84,Club A,False,-1,100,97,95,93,WAITING,91
85,Club A,False,-1,100,97,95,93,WAITING,91
86,Club A,False,-1,100,97,95,93,WAITING,91
89,Neutral,False,-1,100,94,90,86,WAITING,82
90,Club A,False,-1,100,97,95,93,WAITING,91
93,Neutral,False,-1,100,94,90,86,WAITING,82
96,Club B,False,-1,100,91,85,79,WAITING,73
97,Club A,False,-1,100,97,95,93,WAITING,91
0,Club B,True,86,77,68,59,59,EXIT,59
7,Club A,False,96,93,90,87,84,EXIT,81
16,Club B,False,86,77,68,59,50,EXIT,41
23,Club A,False,96,93,90,87,84,EXIT,81
49,Club B,True,86,77,68,59,59,EXIT,59
67,Club A,False,96,93,90,87,84,EXIT,81
68,Club A,False,96,93,90,87,84,EXIT,81
75,Club A,True,96,93,90,87,87,EXIT,87
81,Neutral,False,91,85,79,73,67,EXIT,61
88,Club A,False,96,93,90,87,84,EXIT,81
99,Neutral,False,91,85,79,73,67,EXIT,61
6,Neutral,False,91,85,79,73,67,DRIVING,67
8,Club B,False,86,77,68,59,50,DRIVING,50
11,Club B,False,86,77,68,59,50,DRIVING,50
12,Neutral,False,91,85,79,73,67,DRIVING,67
13,Club B,False,86,77,68,59,50,DRIVING,50
20,Neutral,False,91,85,79,73,67,DRIVING,67
43,Neutral,False,91,85,79,73,67,DRIVING,67
71,Neutral,False,91,85,79,73,67,DRIVING,67
94,Neutral,False,91,85,79,73,67,DRIVING,67
18,Club B,False,80,71,62,53,44,EXIT,35
22,Club B,False,80,71,62,53,44,EXIT,35
24,Neutral,False,87,81,75,69,63,EXIT,57
69,Neutral,False,87,81,75,69,63,EXIT,57
91,Neutral,False,87,81,75,69,63,EXIT,57
23,Club A,False,93,90,87,84,81,ENTRY,82
67,Club A,False,93,90,87,84,81,ENTRY,82
88,Club A,False,93,90,87,84,81,ENTRY,82
7,Club A,False,93,90,87,84,81,WAITING,79
16,Club B,False,77,68,59,50,41,WAITING,35
68,Club A,False,93,90,87,84,81,WAITING,79
81,Neutral,False,85,79,73,67,61,WAITING,57
99,Neutral,False,85,79,73,67,61,WAITING,57
2,Club B,False,65,56,47,38,29,EXIT,20
27,Club B,False,65,56,47,38,29,EXIT,20
32,Club B,True,65,56,47,38,38,EXIT,38
37,Neutral,False,77,71,65,59,53,EXIT,47
38,Neutral,True,77,71,65,59,59,EXIT,59
41,Club B,False,65,56,47,38,29,EXIT,20
45,Neutral,False,77,71,65,59,53,EXIT,47
57,Club B,False,65,56,47,38,29,EXIT,20
64,Club A,True,89,86,83,80,80,EXIT,80
72,Club B,False,65,56,47,38,29,EXIT,20
77,Club B,False,65,56,47,38,29,EXIT,20
87,Club A,True,89,86,83,80,80,EXIT,80
92,Club B,False,65,56,47,38,29,EXIT,20
15,Club A,False,89,86,83,80,77,DRIVING,77
55,Club A,False,89,86,83,80,77,DRIVING,77
59,Club A,False,89,86,83,80,77,DRIVING,77
66,Club A,False,89,86,83,80,77,DRIVING,77
70,Club A,False,89,86,83,80,77,DRIVING,77
95,Neutral,False,77,71,65,59,53,DRIVING,53
98,Club A,False,89,86,83,80,77,DRIVING,77
23,Club A,True,87,84,81,82,82,EXIT,82
67,Club A,True,87,84,81,82,82,EXIT,82
88,Club A,True,87,84,81,82,82,EXIT,82
15,Club A,True,83,80,77,77,77,EXIT,77
55,Club A,True,83,80,77,77,77,EXIT,77
59,Club A,True,83,80,77,77,77,EXIT,77
66,Club A,True,83,80,77,77,77,EXIT,77
70,Club A,True,83,80,77,77,77,EXIT,77
95,Neutral,True,65,59,53,53,53,EXIT,53
98,Club A,True,83,80,77,77,77,EXIT,77
6,Neutral,True,67,67,61,55,55,EXIT,55
8,Club B,False,50,50,41,32,23,EXIT,14
11,Club B,True,50,50,41,32,32,EXIT,32
12,Neutral,True,67,67,61,55,55,EXIT,55
13,Club B,False,50,50,41,32,23,EXIT,14
20,Neutral,True,67,67,61,55,55,EXIT,55
43,Neutral,True,67,67,61,55,55,EXIT,55
71,Neutral,False,67,67,61,55,49,EXIT,43
94,Neutral,True,67,67,61,55,55,EXIT,55
8,Club B,False,14,5,-4,0,0,WAITING,0
13,Club B,False,14,5,-4,0,0,WAITING,0
71,Neutral,False,43,37,31,25,19,WAITING,15
45,Neutral,False,0,0,0,0,0,ENTRY,0
92,Club B,False,0,0,0,0,0,ENTRY,0
2,Club B,False,0,0,0,0,0,WAITING,0
27,Club B,False,0,0,0,0,0,WAITING,0
37,Neutral,False,0,0,0,0,0,WAITING,0
41,Club B,False,0,0,0,0,0,WAITING,0
57,Club B,False,0,0,0,0,0,WAITING,0
72,Club B,False,0,0,0,0,0,WAITING,0
77,Club B,False,0,0,0,0,0,WAITING,0
45,Neutral,True,0,0,0,0,0,EXIT,0
92,Club B,True,0,0,0,0,0,EXIT,0
25,Club B,False,0,0,0,0,0,ENTRY,0
29,Neutral,False,0,0,0,0,0,ENTRY,0
30,Neutral,False,0,0,0,0,0,ENTRY,0
40,Club B,False,0,0,0,0,0,ENTRY,0
44,Club A,False,19,16,13,10,7,ENTRY,8
46,Club B,False,0,0,0,0,0,ENTRY,0
47,Club A,False,19,16,13,10,7,ENTRY,8
48,Club A,False,19,16,13,10,7,ENTRY,8
51,Club B,False,0,0,0,0,0,ENTRY,0
53,Neutral,False,0,0,0,0,0,ENTRY,0
54,Neutral,False,0,0,0,0,0,ENTRY,0
62,Club B,False,0,0,0,0,0,ENTRY,0
63,Club A,False,19,16,13,10,7,ENTRY,8
65,Club A,False,19,16,13,10,7,ENTRY,8
74,Club A,False,19,16,13,10,7,ENTRY,8
78,Club B,False,0,0,0,0,0,ENTRY,0
79,Club B,False,0,0,0,0,0,ENTRY,0
82,Club B,False,0,0,0,0,0,ENTRY,0
83,Club A,False,19,16,13,10,7,ENTRY,8
86,Club A,False,19,16,13,10,7,ENTRY,8
1,Club A,False,19,16,13,10,7,WAITING,5
3,Club B,False,0,0,0,0,0,WAITING,0
4,Neutral,False,0,0,0,0,0,WAITING,0
5,Club B,False,0,0,0,0,0,WAITING,0
9,Neutral,False,0,0,0,0,0,WAITING,0
10,Club B,False,0,0,0,0,0,WAITING,0
14,Neutral,False,0,0,0,0,0,WAITING,0
17,Club A,False,19,16,13,10,7,WAITING,5
19,Neutral,False,0,0,0,0,0,WAITING,0
21,Neutral,False,0,0,0,0,0,WAITING,0
26,Club A,False,19,16,13,10,7,WAITING,5
28,Neutral,False,0,0,0,0,0,WAITING,0
31,Club B,False,0,0,0,0,0,WAITING,0
33,Club A,False,19,16,13,10,7,WAITING,5
34,Neutral,False,0,0,0,0,0,WAITING,0
35,Club A,False,19,16,13,10,7,WAITING,5
36,Club A,False,19,16,13,10,7,WAITING,5
39,Club A,False,19,16,13,10,7,WAITING,5
42,Club A,False,19,16,13,10,7,WAITING,5
50,Club B,False,0,0,0,0,0,WAITING,0
52,Club A,False,19,16,13,10,7,WAITING,5
56,Club A,False,19,16,13,10,7,WAITING,5
58,Neutral,False,0,0,0,0,0,WAITING,0
60,Club A,False,19,16,13,10,7,WAITING,5
61,Club A,False,19,16,13,10,7,WAITING,5
73,Neutral,False,0,0,0,0,0,WAITING,0
76,Club A,False,19,16,13,10,7,WAITING,5
80,Club A,False,19,16,13,10,7,WAITING,5
84,Club A,False,19,16,13,10,7,WAITING,5
85,Club A,False,19,16,13,10,7,WAITING,5
89,Neutral,False,0,0,0,0,0,WAITING,0
90,Club A,False,19,16,13,10,7,WAITING,5
93,Neutral,False,0,0,0,0,0,WAITING,0
96,Club B,False,0,0,0,0,0,WAITING,0
97,Club A,False,19,16,13,10,7,WAITING,5
25,Club B,False,0,0,0,0,0,EXIT,0
30,Neutral,False,0,0,0,0,0,EXIT,0
40,Club B,False,0,0,0,0,0,EXIT,0
46,Club B,False,0,0,0,0,0,EXIT,0
48,Club A,False,13,10,7,8,5,EXIT,2
51,Club B,False,0,0,0,0,0,EXIT,0
53,Neutral,False,0,0,0,0,0,EXIT,0
62,Club B,False,0,0,0,0,0,EXIT,0
63,Club A,False,13,10,7,8,5,EXIT,2
65,Club A,False,13,10,7,8,5,EXIT,2
74,Club A,False,13,10,7,8,5,EXIT,2
86,Club A,False,13,10,7,8,5,EXIT,2
29,Neutral,False,0,0,0,0,0,DRIVING,0
44,Club A,False,13,10,7,8,5,DRIVING,5
47,Club A,False,13,10,7,8,5,DRIVING,5
54,Neutral,False,0,0,0,0,0,DRIVING,0
78,Club B,False,0,0,0,0,0,DRIVING,0
79,Club B,False,0,0,0,0,0,DRIVING,0
82,Club B,False,0,0,0,0,0,DRIVING,0
83,Club A,False,13,10,7,8,5,DRIVING,5
29,Neutral,True,0,0,0,0,0,EXIT,0
47,Club A,True,-1,0,0,0,0,EXIT,0
54,Neutral,True,0,0,0,0,0,EXIT,0
78,Club B,True,0,0,0,0,0,EXIT,0
44,Club A,False,-1,0,0,0,0,DRIVING,0
79,Club B,False,0,0,0,0,0,DRIVING,0
82,Club B,False,0,0,0,0,0,DRIVING,0
83,Club A,False,-1,0,0,0,0,DRIVING,0
44,Club A,True,0,0,0,0,0,EXIT,0
79,Club B,True,0,0,0,0,0,EXIT,0
82,Club B,True,0,0,0,0,0,EXIT,0
83,Club A,True,0,0,0,0,0,EXIT,0
19,Neutral,False,0,0,0,0,0,ENTRY,0
33,Club A,False,0,0,0,0,0,ENTRY,0
52,Club A,False,0,0,0,0,0,ENTRY,0
56,Club A,False,0,0,0,0,0,ENTRY,0
1,Club A,False,0,0,0,0,0,WAITING,0
3,Club B,False,0,0,0,0,0,WAITING,0
4,Neutral,False,0,0,0,0,0,WAITING,0
5,Club B,False,0,0,0,0,0,WAITING,0
9,Neutral,False,0,0,0,0,0,WAITING,0
10,Club B,False,0,0,0,0,0,WAITING,0
14,Neutral,False,0,0,0,0,0,WAITING,0
17,Club A,False,0,0,0,0,0,WAITING,0
21,Neutral,False,0,0,0,0,0,WAITING,0
26,Club A,False,0,0,0,0,0,WAITING,0
28,Neutral,False,0,0,0,0,0,WAITING,0
31,Club B,False,0,0,0,0,0,WAITING,0
34,Neutral,False,0,0,0,0,0,WAITING,0
35,Club A,False,0,0,0,0,0,WAITING,0
36,Club A,False,0,0,0,0,0,WAITING,0
39,Club A,False,0,0,0,0,0,WAITING,0
42,Club A,False,0,0,0,0,0,WAITING,0
50,Club B,False,0,0,0,0,0,WAITING,0
58,Neutral,False,0,0,0,0,0,WAITING,0
60,Club A,False,0,0,0,0,0,WAITING,0
61,Club A,False,0,0,0,0,0,WAITING,0
73,Neutral,False,0,0,0,0,0,WAITING,0
76,Club A,False,0,0,0,0,0,WAITING,0
80,Club A,False,0,0,0,0,0,WAITING,0
84,Club A,False,0,0,0,0,0,WAITING,0
85,Club A,False,0,0,0,0,0,WAITING,0
89,Neutral,False,0,0,0,0,0,WAITING,0
90,Club A,False,0,0,0,0,0,WAITING,0
93,Neutral,False,0,0,0,0,0,WAITING,0
96,Club B,False,0,0,0,0,0,WAITING,0
97,Club A,False,0,0,0,0,0,WAITING,0
33,Club A,True,0,0,0,0,0,EXIT,0
56,Club A,True,0,0,0,0,0,EXIT,0
19,Neutral,False,0,0,0,0,0,DRIVING,0
52,Club A,False,0,0,0,0,0,DRIVING,0
25,Club B,False,0,0,0,0,0,WAITING,0
30,Neutral,False,0,0,0,0,0,WAITING,0
40,Club B,False,0,0,0,0,0,WAITING,0
46,Club B,False,0,0,0,0,0,WAITING,0
48,Club A,False,0,0,0,0,0,WAITING,0
51,Club B,False,0,0,0,0,0,WAITING,0
53,Neutral,False,0,0,0,0,0,WAITING,0
62,Club B,False,0,0,0,0,0,WAITING,0
63,Club A,False,0,0,0,0,0,WAITING,0
65,Club A,False,0,0,0,0,0,WAITING,0
74,Club A,False,0,0,0,0,0,WAITING,0
86,Club A,False,0,0,0,0,0,WAITING,0
19,Neutral,True,0,0,0,0,0,EXIT,0
52,Club A,True,0,0,0,0,0,EXIT,0
1,Club A,False,0,0,0,0,0,ENTRY,0
3,Club B,False,0,0,0,0,0,ENTRY,0
9,Neutral,False,0,0,0,0,0,ENTRY,0
14,Neutral,False,0,0,0,0,0,ENTRY,0
34,Neutral,False,0,0,0,0,0,ENTRY,0
4,Neutral,False,0,0,0,0,0,WAITING,0
5,Club B,False,0,0,0,0,0,WAITING,0
10,Club B,False,0,0,0,0,0,WAITING,0
17,Club A,False,0,0,0,0,0,WAITING,0
21,Neutral,False,0,0,0,0,0,WAITING,0
26,Club A,False,0,0,0,0,0,WAITING,0
28,Neutral,False,0,0,0,0,0,WAITING,0
31,Club B,False,0,0,0,0,0,WAITING,0
35,Club A,False,0,0,0,0,0,WAITING,0
36,Club A,False,0,0,0,0,0,WAITING,0
39,Club A,False,0,0,0,0,0,WAITING,0
42,Club A,False,0,0,0,0,0,WAITING,0
50,Club B,False,0,0,0,0,0,WAITING,0
58,Neutral,False,0,0,0,0,0,WAITING,0
60,Club A,False,0,0,0,0,0,WAITING,0
61,Club A,False,0,0,0,0,0,WAITING,0
73,Neutral,False,0,0,0,0,0,WAITING,0
76,Club A,False,0,0,0,0,0,WAITING,0
80,Club A,False,0,0,0,0,0,WAITING,0
84,Club A,False,0,0,0,0,0,WAITING,0
85,Club A,False,0,0,0,0,0,WAITING,0
89,Neutral,False,0,0,0,0,0,WAITING,0
90,Club A,False,0,0,0,0,0,WAITING,0
93,Neutral,False,0,0,0,0,0,WAITING,0
96,Club B,False,0,0,0,0,0,WAITING,0
97,Club A,False,0,0,0,0,0,WAITING,0
1,Club A,True,0,0,0,0,0,EXIT,0
9,Neutral,False,0,0,0,0,0,EXIT,0
34,Neutral,False,0,0,0,0,0,EXIT,0
3,Club B,False,0,0,0,0,0,DRIVING,0
14,Neutral,False,0,0,0,0,0,DRIVING,0
25,Club B,False,0,0,0,0,0,WAITING,0
30,Neutral,False,0,0,0,0,0,WAITING,0
40,Club B,False,0,0,0,0,0,WAITING,0
46,Club B,False,0,0,0,0,0,WAITING,0
48,Club A,False,0,0,0,0,0,WAITING,0
51,Club B,False,0,0,0,0,0,WAITING,0
53,Neutral,False,0,0,0,0,0,WAITING,0
62,Club B,False,0,0,0,0,0,WAITING,0
63,Club A,False,0,0,0,0,0,WAITING,0
65,Club A,False,0,0,0,0,0,WAITING,0
74,Club A,False,0,0,0,0,0,WAITING,0
86,Club A,False,0,0,0,0,0,WAITING,0
3,Club B,True,0,0,0,0,0,EXIT,0
14,Neutral,True,0,0,0,0,0,EXIT,0
8,Club B,False,0,0,0,0,0,WAITING,0
13,Club B,False,0,0,0,0,0,WAITING,0
71,Neutral,False,0,0,0,0,0,WAITING,0
17,Club A,False,0,0,0,0,0,ENTRY,0
26,Club A,False,0,0,0,0,0,ENTRY,0
35,Club A,False,0,0,0,0,0,ENTRY,0
